id	instruction_en	instruction_my	response_en	response_my	category	source	guideline_version	notes
TB-HIST-008	When was the first TB prevalence survey conducted in Myanmar?	မြန်မာနိုင်ငံတွင် ပထမဆုံး တီဘီရောဂါ ဖြစ်ပွားမှု စစ်တမ်းကို မည်သည့်အချိန်တွင် ဆောင်ရွက်ခဲ့သနည်း။	The first TB prevalence survey was conducted in 1972 to establish baseline data on Myanmar's TB situation.	၁၉၇၂ ခုနှစ်တွင် မြန်မာနိုင်ငံတီဘီရောဂါအခြေအနေ၊ အခြေခံမှတ်တမ်းအတွက် လေ့လာမှု 1st Prevalence survey ပြုလုပ်ခဲ့သည်။	Diagnostic protocols	Myanmar NTP	2024	First prevalence survey - 1972
TB-HIST-009	When did UNDP and UNICEF stop supporting Myanmar's TB programme?	UNDP နှင့် UNICEF တို့သည် မြန်မာနိုင်ငံ တီဘီရောဂါ စီမံကိန်းကို မည်သည့်အချိန်တွင် ပံ့ပိုးမှု ရပ်ဆိုင်းခဲ့သနည်း။	UNDP stopped support in 1977 and UNICEF stopped in 1982. Myanmar continued with WHO support only.	၁၉၇၇ ခုနှစ်တွင် UNDP မှလည်းကောင်း၊ ၁၉၈၂ ခုနှစ်တွင် UNICEF မှလည်းကောင်း၊ မြန်မာနိုင်ငံ တီဘီရောဂါတိုက်ဖျက်ရေးစီမံကိန်းသို့ ပံ့ပိုးမှုများ ရပ်ဆိုင်းခဲ့ပြီး WHO တစ်ဖွဲ့တည်းနှင့် ဆက်လက်ဆောင်ရွက်ခဲ့ကြသည်။	Healthcare worker training	Myanmar NTP	2024	UNDP stopped 1977, UNICEF stopped 1982
TB-HIST-010	When was TB control integrated with primary health care in Myanmar?	မြန်မာနိုင်ငံတွင် တီဘီရောဂါ တိုက်ဖျက်ရေးကို အခြေခံကျန်းမာရေး လုပ်ငန်းများနှင့် မည်သည့်အချိန်တွင် ပေါင်းစည်းခဲ့သနည်း။	Since 1978, when the People's Health Plan was implemented, TB control activities were integrated with primary health care services.	ပြည်သူ့ကျန်းမာရေးစီမံကိန်း (People Health Plan) စတင်အကောင်အထည်ဖေါ်သည့် ၁၉၇၈ ခုနှစ်မှစ၍ တီဘီရောဂါတိုက်ဖျက်ရေးလုပ်ငန်းများကို အခြေခံကျန်းမာရေးလုပ်ငန်း များနှင့် ပေါင်းစည်းခဲ့သည်။	Healthcare worker training	Myanmar NTP	2024	Integration with PHC - 1978
TB-HIST-011	When did Myanmar switch from 12-month to 6-month TB treatment regimen?	မြန်မာနိုင်ငံတွင် ၁၂ လ ကုထုံးမှ ၆ လ ကုထုံးသို့ မည်သည့်အချိန်တွင် ပြောင်းလဲခဲ့သနည်း။	In 1994, Myanmar changed from the 12-month standard regimen (Streptomycin + Isoniazid) to 6-month short course chemotherapy (SCC).	၁၉၉၄ ခုနှစ်၌ တီဘီလူနာများအား ကုသပေးနေသော (၁၂)လ သမရိုးကျကုထုံး (Streptomycin + Isoniazid) အစား (၆)လ အချိန်တိုကုထုံး (Short Course Chemotherapy – SCC) ဖြင့် စတင်ပြောင်းလဲ ကုသပေးခဲ့သည်။	Treatment guidelines	Myanmar NTP	2024	Treatment regimen change - 1994
TB-HIST-012	When was the second TB prevalence survey conducted?	ဒုတိယ တီဘီရောဂါ ဖြစ်ပွားမှု စစ်တမ်းကို မည်သည့်အချိန်တွင် ဆောင်ရွက်ခဲ့သနည်း။	The second TB prevalence survey (Sputum Positive Point) was conducted in 1994.	၁၉၉၄ ခုနှစ်၌ Sputum Positive Point 2nd Prevalence Survey ကို ဆောင်ရွက်ခဲ့ပါသည်။	Diagnostic protocols	Myanmar NTP	2024	Second prevalence survey - 1994
TB-HIST-013	When was HIV prevalence among TB patients surveyed?	တီဘီလူနာများတွင် HIV ဖြစ်ပွားမှုကို မည်သည့်အချိန်တွင် စစ်တမ်းကောက်ယူခဲ့သနည်း။	HIV prevalence among TB patients was surveyed during 1995-97.	၁၉၉၅-၉၇ ခုနှစ်တွင် တီဘီလူနာများတွင် HIV ဖြစ်ပွားမှုစစ်တမ်းကောက်ယူခြင်းကို ဆောင်ရွက်ခဲ့ပါသည်။	Diagnostic protocols	Myanmar NTP	2024	TB-HIV survey - 1995-97
TB-HIST-014	When did Myanmar adopt the DOTS Strategy?	မြန်မာနိုင်ငံသည် DOTS Strategy ကို မည်သည့်အချိန်တွင် လက်ခံကျင့်သုံးခဲ့သနည်း။	Myanmar adopted the WHO DOTS Strategy (Directly Observed Treatment Short-course) in 1997.	၁၉၉၇ ခုနှစ်တွင် ကမ္ဘာ့ကျန်းမာရေးအဖွဲ့မှ ချမှတ်သော တိုက်ရိုက်ကြည့်ရှုအချိန်တိုကု နည်းဗျူဟာ DOTS Strategy ကို စတင်အကောင်အထည်ဖေါ် ဆောင်ရွက်ခဲ့သည်။	Healthcare worker training	Myanmar NTP	2024	DOTS adoption - 1997
TB-HIST-015	When did the National TB Programme change its name?	အမျိုးသားတီဘီရောဂါ တိုက်ဖျက်ရေးစီမံကိန်းသည် ၎င်း၏ အမည်ကို မည်သည့်အချိန်တွင် ပြောင်းလဲခဲ့သနည်း။	In January 1999, the National Lung Disease Control Programme changed its name to National TB Control Programme, replacing 'Lung' with 'TB'.	၁၉၉၉ ခုနှစ်၊ ဇန်နဝါရီလမှစ၍ အမျိုးသားအဆုတ်ရောဂါတိုက်ဖျက်ရေးစီမံကိန်းအမည်မှ 'အဆုတ်' ဟူသော စကားချပ်အစား 'တီဘီ' ဟူသော ဖြင့်ပြောင်းလဲခေါ်ဝေါ်စေခဲ့သည်။	Healthcare worker training	Myanmar NTP	2024	Name change to NTP - January 1999
TB-HIST-016	When was the Fully Intermittent Thrice Weekly Regimen introduced?	တစ်ပတ်သုံးရက် ကုထုံးကို မည်သည့်အချိန်တွင် စတင်အကောင်အထည်ဖော်ခဲ့သနည်း။	The Fully Intermittent Thrice Weekly Regimen was introduced in January 1999.	၁၉၉၉ ခုနှစ်၊ ဇန်န၀ါရီလမှစ၍ စလယ်ဆုံး တစ်ပါတ်သုံးရက်ကုထုံး (Fully Intermittent Thrice Weekly Regimen) ကို စတင်အကောင်အထည်ဖေါ် ဆောင်ရွက်ခဲ့သည်။	Treatment guidelines	Myanmar NTP	2024	Thrice weekly regimen - January 1999
TB-HIST-017	When was the National TB Reference Laboratory established?	အမျိုးသားမှီငြမ်းပြုတီဘီဓါတ်ခွဲဌာနကို မည်သည့်အချိန်တွင် တည်ထောင်ခဲ့သနည်း။	The National TB Reference Laboratory was established in Yangon (Aung San) in 2001.	၂၀၀၁ ခုနှစ်တွင် အောင်ဆန်း-ရန်ကုန်၌ အမျိုးသားမှီငြမ်းပြုတီဘီဓါတ်ခွဲဌာန (National TB Reference Laboratory) ကို စတင်အကောင်အထည်ဖေါ် ဆောင်ရွက်ခဲ့သည်။	Diagnostic protocols	Myanmar NTP	2024	National Reference Lab established - 2001
TB-HIST-018	When was the first national TB drug resistance survey conducted?	ပထမဆုံး တစ်နိုင်ငံလုံး တီဘီဆေးယဉ်ပါးမှု စစ်တမ်းကို မည်သည့်အချိန်တွင် ဆောင်ရွက်ခဲ့သနည်း။	The first national TB drug resistance survey was conducted in 2002-2003.	၂၀၀၂-၂၀၀၃ ခုနှစ်တွင် မြန်မာတစ်နိုင်ငံလုံး တီဘီဆေးယဥ်ပါးမှု စစ်တမ်းကောက်ယူခြင်း (TB Drug Resistance Survey) ကို ပထမအကြိမ်ဆောင်ရွက်ခဲ့ပါသည်။	Drug-resistant TB (MDR-TB)	Myanmar NTP	2024	First drug resistance survey - 2002-2003
TB-HIST-019	When did DOTS Strategy achieve 100% coverage in Myanmar?	DOTS Strategy သည် မြန်မာနိုင်ငံတွင် ၁၀၀% လွှမ်းခြုံမှုကို မည်သည့်အချိန်တွင် ရရှိခဲ့သနည်း။	DOTS Strategy achieved 100% nationwide coverage in November 2003 with the final expansion to Matupi Township, Chin State.	၂၀၀၃ ခုနှစ်၊ နိုဝင်ဘာလ၌ ချင်းပြည်နယ်၊ မတူပီမြို့နယ်တွင် DOTS နည်းဗျူဟာကို နောက်ဆုံး တိုးချဲ့အကောင်အထည်ဖေါ်ဆောင်ရွက်ခြင်းဖြင့် မြန်မာနိုင်ငံတစ်နိုင်ငံလုံး ရာနှုန်းပြည့် လွှမ်းခြုံနိုင်ခဲ့ပါသည်။	Healthcare worker training	Myanmar NTP	2024	100% DOTS coverage - November 2003
TB-HIST-020	When did Myanmar switch from thrice weekly to daily treatment regimen?	မြန်မာနိုင်ငံသည် တစ်ပတ်သုံးရက် ကုထုံးမှ နေ့စဥ် ကုထုံးသို့ မည်သည့်အချိန်တွင် ပြောင်းလဲခဲ့သနည်း။	Since 2004, Myanmar switched from thrice weekly regimen to daily treatment and started using 4-Fixed Dose Combination (4-FDC) drugs.	၂၀၀၄ ခုနှစ်မှစ၍ စလယ်ဆုံး တစ်ပတ် (၃)ရက် ကုထုံးမှ နေ့စဥ်ဆေးတိုက်ကျွေးသည့် ကုထုံးဖြင့် ပြောင်းလဲကုသပေးပြီး (4 Fixed Dose Combination 4-FDC) ဆေးကို စတင်အသုံးပြုခဲ့ပါသည်။	Drug management	Myanmar NTP	2024	Daily regimen and 4-FDC introduction - 2004
